model_name,f1,accuracy,precision,recall,true_positives,false_positives,true_negatives,false_negatives,timestamp
logistic-regression_remove_dots_remove_stop_words_remove_duplicates_lemmatize,0.13256891174508292,0.8641337386018236,0.014171357535845069,0.0975609756097561,4.0,7.7,280.3,37.0,2024-05-13 16:19:53.329500

logistic-regression_remove_dots_lowercase_remove_duplicates_remove_stop_words_lemmatize,0.09239199659023742,0.8541033434650457,0.013105234350415343,0.08292682926829269,3.4,10.4,277.6,37.6,2024-05-13 16:19:53.537400

logistic-regression_remove_dots_lemmatize_remove_stop_words_remove_duplicates_lowercase,0.13789322292846679,0.7796352583586625,0.04760715004548801,0.20000000000000004,8.2,39.7,248.3,32.8,2024-05-13 16:19:53.813440

logistic-regression_remove_duplicates_lemmatize_remove_dots_lowercase,0.11440346559503507,0.829179331306991,0.026366445332409016,0.15853658536585366,6.5,21.7,266.3,34.5,2024-05-13 16:19:54.444075

logistic-regression_remove_dots_remove_duplicates_remove_stop_words_lowercase_lemmatize,0.06742698059487623,0.8306990881458967,0.012331066264795203,0.06585365853658537,2.7,17.4,270.6,38.3,2024-05-13 16:19:55.074048

logistic-regression_remove_dots_lemmatize_remove_duplicates_remove_stop_words_lowercase,0.13579310252525637,0.8577507598784194,0.019344124329289305,0.12682926829268296,5.2,11.0,277.0,35.8,2024-05-13 16:19:54.668911

logistic-regression_remove_duplicates_lowercase_lemmatize,0.12560057110637576,0.8431610942249239,0.023885554797514873,0.14634146341463417,6.0,16.6,271.4,35.0,2024-05-13 16:19:55.186313

logistic-regression_remove_dots_lemmatize_remove_duplicates,0.14876907562172254,0.8455927051671732,0.024681704323812212,0.15365853658536585,6.3,16.1,271.9,34.7,2024-05-13 16:19:55.721323

logistic-regression_remove_dots_remove_duplicates_remove_stop_words_lowercase,0.06444469783427972,0.8714285714285713,0.005614515910629383,0.039024390243902446,1.6,2.9,285.1,39.4,2024-05-13 16:19:56.171238

logistic-regression_lowercase_remove_stop_words_lemmatize_remove_dots,0.07424564129920486,0.8322188449848025,0.023515511882859715,0.10731707317073172,4.4,18.6,269.4,36.6,2024-05-13 16:19:55.531177

logistic-regression_remove_stop_words_remove_dots_lemmatize_remove_duplicates,0.08473228667457446,0.8577507598784194,0.009742330673248636,0.06585365853658538,2.7,8.5,279.5,38.3,2024-05-13 16:19:56.423987

logistic-regression_remove_stop_words_remove_dots_lowercase_lemmatize_remove_duplicates,0.09964133233033999,0.8158054711246201,0.022493990178878858,0.12439024390243905,5.1,24.7,263.3,35.9,2024-05-13 16:19:57.157728

logistic-regression_remove_stop_words_remove_duplicates_lowercase_remove_dots_lemmatize,0.06800619265714032,0.8683890577507597,0.006784864789847187,0.046341463414634146,1.9,4.2,283.8,39.1,2024-05-13 16:19:58.341190

logistic-regression_remove_stop_words_lemmatize_remove_dots_remove_duplicates_lowercase,0.07407855509270604,0.8577507598784194,0.00928705133206634,0.060975609756097573,2.5,8.3,279.7,38.5,2024-05-13 16:19:58.624567

logistic-regression_remove_stop_words_lowercase_remove_dots_remove_duplicates,0.08616941275830839,0.8665653495440729,0.008150710961313668,0.056097560975609764,2.3,5.2,282.8,38.7,2024-05-13 16:19:59.219833

logistic-regression_remove_stop_words_remove_duplicates_lowercase_lemmatize_remove_dots,0.0920677047069494,0.8337386018237083,0.022596626643661334,0.10975609756097562,4.5,18.2,269.8,36.5,2024-05-13 16:19:59.323451

logistic-regression_lemmatize_remove_duplicates_remove_stop_words_lowercase,0.10105525086859686,0.8386018237082068,0.01607439814287881,0.09268292682926829,3.8,15.9,272.1,37.2,2024-05-13 16:19:58.997283

logistic-regression_lowercase_remove_stop_words_remove_duplicates_lemmatize_remove_dots,0.06347660276231704,0.8711246200607903,0.005253945316027303,0.036585365853658534,1.5,2.9,285.1,39.5,2024-05-13 16:19:59.484763

logistic-regression_remove_stop_words_lemmatize_remove_duplicates_remove_dots,0.04763703503043538,0.8696048632218843,0.0038500568582820276,0.02682926829268293,1.1,3.0,285.0,39.9,2024-05-13 16:19:59.687216

logistic-regression_remove_duplicates_remove_stop_words_remove_dots,0.03185624438454627,0.8711246200607903,0.002807103044418395,0.019512195121951216,0.8,2.2,285.8,40.2,2024-05-13 16:20:00.035549

